State,TargetDate,MostBoughtSize,Count
SIKKIM,06-20-22,3XL,2
SIKKIM,06-21-22,3XL,2
SIKKIM,06-22-22,3XL,2
SIKKIM,06-23-22,S,2
SIKKIM,06-24-22,XL,3
SIKKIM,06-25-22,XL,4
SIKKIM,06-26-22,XL,4
SIKKIM,06-27-22,XL,4
SIKKIM,06-28-22,XL,4
SIKKIM,06-29-22,XL,4
SIKKIM,06-30-22,3XL,3
SIKKIM,07-01-22,3XL,2
SIKKIM,07-02-22,3XL,2
SIKKIM,07-03-22,3XL,2
SIKKIM,07-04-22,3XL,2
SIKKIM,07-05-22,L,1
TAMIL NADU,04-01-22,L,3
TAMIL NADU,04-02-22,XL,25
TAMIL NADU,04-03-22,M,51
TAMIL NADU,04-04-22,M,69
TAMIL NADU,04-05-22,L,87
TAMIL NADU,04-06-22,L,102
TAMIL NADU,04-07-22,L,117
TAMIL NADU,04-08-22,XL,131
TAMIL NADU,04-09-22,L,141
TAMIL NADU,04-10-22,L,152
TAMIL NADU,04-11-22,L,150
TAMIL NADU,04-12-22,L,147
TAMIL NADU,04-13-22,L,154
TAMIL NADU,04-14-22,L,161
TAMIL NADU,04-15-22,L,164
TAMIL NADU,04-16-22,L,170
TAMIL NADU,04-17-22,L,151
TAMIL NADU,04-18-22,L,152
TAMIL NADU,04-19-22,L,152
TAMIL NADU,04-20-22,L,149
TAMIL NADU,04-21-22,XL,155
TAMIL NADU,04-22-22,XL,160
TAMIL NADU,04-23-22,XL,147
TAMIL NADU,04-24-22,XL,151
TAMIL NADU,04-25-22,XL,152
TAMIL NADU,04-26-22,M,162
TAMIL NADU,04-27-22,XL,155
TAMIL NADU,04-28-22,XL,155
TAMIL NADU,04-29-22,XL,145
TAMIL NADU,04-30-22,XL,146
TAMIL NADU,05-01-22,XL,152
TAMIL NADU,05-02-22,XL,157
TAMIL NADU,05-03-22,XL,167
TAMIL NADU,05-04-22,XL,168
TAMIL NADU,05-05-22,XL,169
TAMIL NADU,05-06-22,XL,168
TAMIL NADU,05-07-22,L,161
TAMIL NADU,05-08-22,L,159
TAMIL NADU,05-09-22,L,151
TAMIL NADU,05-10-22,L,143
TAMIL NADU,05-11-22,L,132
TAMIL NADU,05-12-22,L,125
TAMIL NADU,05-13-22,M,117
TAMIL NADU,05-14-22,M,122
TAMIL NADU,05-15-22,M,123
TAMIL NADU,05-16-22,M,122
TAMIL NADU,05-17-22,L,121
TAMIL NADU,05-18-22,L,116
TAMIL NADU,05-19-22,L,119
TAMIL NADU,05-20-22,L,117
TAMIL NADU,05-21-22,L,118
TAMIL NADU,05-22-22,L,113
TAMIL NADU,05-23-22,XXL,117
TAMIL NADU,05-24-22,XXL,119
TAMIL NADU,05-25-22,XXL,112
TAMIL NADU,05-26-22,XL,118
TAMIL NADU,05-27-22,XL,123
TAMIL NADU,05-28-22,XL,123
TAMIL NADU,05-29-22,XL,136
TAMIL NADU,05-30-22,XL,135
TAMIL NADU,05-31-22,XL,135
TAMIL NADU,06-01-22,XL,144
TAMIL NADU,06-02-22,M,138
TAMIL NADU,06-03-22,3XL,136
TAMIL NADU,06-04-22,M,147
TAMIL NADU,06-05-22,M,148
TAMIL NADU,06-06-22,M,149
TAMIL NADU,06-07-22,M,157
TAMIL NADU,06-08-22,XXL,157
TAMIL NADU,06-09-22,M,157
TAMIL NADU,06-10-22,M,169
TAMIL NADU,06-11-22,M,161
TAMIL NADU,06-12-22,M,149
TAMIL NADU,06-13-22,XL,145
TAMIL NADU,06-14-22,XL,143
TAMIL NADU,06-15-22,XL,144
TAMIL NADU,06-16-22,XL,151
TAMIL NADU,06-17-22,XL,145
TAMIL NADU,06-18-22,XL,141
TAMIL NADU,06-19-22,XL,138
TAMIL NADU,06-20-22,XL,137
TAMIL NADU,06-21-22,XL,132
TAMIL NADU,06-22-22,XL,128
TAMIL NADU,06-23-22,XL,126
TAMIL NADU,06-24-22,XL,127
TAMIL NADU,06-25-22,XL,123
TAMIL NADU,06-26-22,XL,118
TAMIL NADU,06-27-22,L,119
TAMIL NADU,06-28-22,L,121
TAMIL NADU,06-29-22,L,111
TAMIL NADU,06-30-22,L,99
TAMIL NADU,07-01-22,L,89
TAMIL NADU,07-02-22,L,69
TAMIL NADU,07-03-22,M,58
TAMIL NADU,07-04-22,M,35
TAMIL NADU,07-05-22,M,20
TAMIL NADU,07-06-22,3XL,5
TELANGANA,04-01-22,L,3
TELANGANA,04-02-22,M,21
TELANGANA,04-03-22,M,41
TELANGANA,04-04-22,M,62
TELANGANA,04-05-22,M,74
TELANGANA,04-06-22,M,95
TELANGANA,04-07-22,M,108
TELANGANA,04-08-22,M,124
TELANGANA,04-09-22,M,124
TELANGANA,04-10-22,L,130
TELANGANA,04-11-22,L,142
TELANGANA,04-12-22,L,145
TELANGANA,04-13-22,L,146
TELANGANA,04-14-22,L,173
TELANGANA,04-15-22,L,173
TELANGANA,04-16-22,L,162
TELANGANA,04-17-22,L,156
TELANGANA,04-18-22,L,145
TELANGANA,04-19-22,L,141
TELANGANA,04-20-22,L,143
TELANGANA,04-21-22,M,136
TELANGANA,04-22-22,M,147
TELANGANA,04-23-22,M,157
TELANGANA,04-24-22,M,156
TELANGANA,04-25-22,M,161
TELANGANA,04-26-22,M,163
TELANGANA,04-27-22,M,163
TELANGANA,04-28-22,M,156
TELANGANA,04-29-22,M,152
TELANGANA,04-30-22,M,146
TELANGANA,05-01-22,M,151
TELANGANA,05-02-22,M,155
TELANGANA,05-03-22,M,166
TELANGANA,05-04-22,M,172
TELANGANA,05-05-22,M,181
TELANGANA,05-06-22,M,185
TELANGANA,05-07-22,M,189
TELANGANA,05-08-22,M,182
TELANGANA,05-09-22,M,179
TELANGANA,05-10-22,M,159
TELANGANA,05-11-22,M,139
TELANGANA,05-12-22,M,124
TELANGANA,05-13-22,M,118
TELANGANA,05-14-22,L,118
TELANGANA,05-15-22,L,116
TELANGANA,05-16-22,L,114
TELANGANA,05-17-22,L,111
TELANGANA,05-18-22,M,110
TELANGANA,05-19-22,L,119
TELANGANA,05-20-22,L,134
TELANGANA,05-21-22,L,127
TELANGANA,05-22-22,L,125
TELANGANA,05-23-22,L,118
TELANGANA,05-24-22,XL,119
TELANGANA,05-25-22,XL,115
TELANGANA,05-26-22,XL,121
TELANGANA,05-27-22,XL,125
TELANGANA,05-28-22,XL,122
TELANGANA,05-29-22,XL,135
TELANGANA,05-30-22,XL,133
TELANGANA,05-31-22,XL,137
TELANGANA,06-01-22,XL,143
TELANGANA,06-02-22,L,139
TELANGANA,06-03-22,L,143
TELANGANA,06-04-22,XL,145
TELANGANA,06-05-22,XL,154
TELANGANA,06-06-22,M,155
TELANGANA,06-07-22,XL,151
TELANGANA,06-08-22,XL,150
TELANGANA,06-09-22,XL,161
TELANGANA,06-10-22,XL,161
TELANGANA,06-11-22,XL,156
TELANGANA,06-12-22,L,149
TELANGANA,06-13-22,XL,153
TELANGANA,06-14-22,XL,155
TELANGANA,06-15-22,XL,152
TELANGANA,06-16-22,L,142
TELANGANA,06-17-22,L,140
TELANGANA,06-18-22,M,135
TELANGANA,06-19-22,M,132
TELANGANA,06-20-22,M,128
TELANGANA,06-21-22,M,127
TELANGANA,06-22-22,M,126
TELANGANA,06-23-22,M,117
TELANGANA,06-24-22,M,113
TELANGANA,06-25-22,M,117
TELANGANA,06-26-22,M,114
TELANGANA,06-27-22,XL,114
TELANGANA,06-28-22,XL,117
TELANGANA,06-29-22,M,110
TELANGANA,06-30-22,M,95
TELANGANA,07-01-22,XL,88
TELANGANA,07-02-22,XL,74
TELANGANA,07-03-22,XL,56
TELANGANA,07-04-22,M,41
TELANGANA,07-05-22,M,17
TELANGANA,07-06-22,L,5
TRIPURA,04-01-22,XXL,1
TRIPURA,04-02-22,XXL,4
TRIPURA,04-03-22,XXL,4
TRIPURA,04-04-22,XXL,4
TRIPURA,04-05-22,XXL,4
TRIPURA,04-06-22,XXL,4
TRIPURA,04-07-22,XXL,5
TRIPURA,04-08-22,M,4
TRIPURA,04-09-22,S,5
TRIPURA,04-10-22,M,6
TRIPURA,04-11-22,S,5
TRIPURA,04-12-22,S,5
TRIPURA,04-13-22,M,6
TRIPURA,04-14-22,M,7
TRIPURA,04-15-22,M,5
TRIPURA,04-16-22,L,5
TRIPURA,04-17-22,M,5
TRIPURA,04-18-22,M,5
TRIPURA,04-19-22,L,6
TRIPURA,04-20-22,L,6
TRIPURA,04-21-22,L,5
TRIPURA,04-22-22,S,3
TRIPURA,04-23-22,S,3
TRIPURA,04-24-22,3XL,2
TRIPURA,04-25-22,3XL,2
TRIPURA,04-26-22,M,2
TRIPURA,04-27-22,M,2
TRIPURA,04-28-22,L,3
TRIPURA,04-29-22,L,3
TRIPURA,04-30-22,M,3
TRIPURA,05-01-22,XXL,5
TRIPURA,05-02-22,XXL,4
TRIPURA,05-03-22,XXL,4
TRIPURA,05-04-22,XXL,4
TRIPURA,05-05-22,XXL,4
TRIPURA,05-06-22,XXL,4
TRIPURA,05-07-22,XXL,3
TRIPURA,05-08-22,XS,3
TRIPURA,05-09-22,XS,3
TRIPURA,05-10-22,XL,3
TRIPURA,05-11-22,XL,3
TRIPURA,05-12-22,XL,3
TRIPURA,05-13-22,XL,3
TRIPURA,05-14-22,XL,2
TRIPURA,05-15-22,XL,2
TRIPURA,05-16-22,XL,2
TRIPURA,05-17-22,XL,2
TRIPURA,05-18-22,XL,2
TRIPURA,05-19-22,XL,2
TRIPURA,05-20-22,XL,2
TRIPURA,05-21-22,XL,2
TRIPURA,05-22-22,XL,2
TRIPURA,05-23-22,M,3
TRIPURA,05-24-22,M,3
TRIPURA,05-25-22,M,3
TRIPURA,05-26-22,M,3
TRIPURA,05-27-22,M,5
TRIPURA,05-28-22,M,5
TRIPURA,05-29-22,M,6
TRIPURA,05-30-22,M,4
TRIPURA,05-31-22,M,4
TRIPURA,06-01-22,M,4
TRIPURA,06-02-22,M,5
TRIPURA,06-03-22,S,5
TRIPURA,06-04-22,S,5
TRIPURA,06-05-22,S,4
TRIPURA,06-06-22,S,4
TRIPURA,06-07-22,S,4
TRIPURA,06-08-22,S,3
TRIPURA,06-09-22,S,2
TRIPURA,06-10-22,3XL,2
TRIPURA,06-11-22,3XL,2
TRIPURA,06-12-22,3XL,2
TRIPURA,06-13-22,3XL,2
TRIPURA,06-14-22,M,2
TRIPURA,06-15-22,XL,3
TRIPURA,06-16-22,M,2
TRIPURA,06-17-22,M,2
TRIPURA,06-18-22,M,2
TRIPURA,06-19-22,S,2
TRIPURA,06-20-22,S,2
TRIPURA,06-21-22,S,2
TRIPURA,06-22-22,S,2
TRIPURA,06-23-22,S,1
TRIPURA,06-24-22,S,1
TRIPURA,06-25-22,S,2
TRIPURA,06-26-22,S,1
TRIPURA,06-27-22,S,1
TRIPURA,06-28-22,S,1
TRIPURA,06-29-22,S,1
TRIPURA,06-30-22,S,2
TRIPURA,07-01-22,S,2
TRIPURA,07-02-22,3XL,1
TRIPURA,07-03-22,S,1
TRIPURA,07-04-22,S,1
TRIPURA,07-05-22,S,1
TRIPURA,07-06-22,S,1
UTTAR PRADESH,04-01-22,M,4
UTTAR PRADESH,04-02-22,S,21
UTTAR PRADESH,04-03-22,M,43
UTTAR PRADESH,04-04-22,M,65
UTTAR PRADESH,04-05-22,M,84
UTTAR PRADESH,04-06-22,M,105
UTTAR PRADESH,04-07-22,L,128
UTTAR PRADESH,04-08-22,L,146
UTTAR PRADESH,04-09-22,L,163
UTTAR PRADESH,04-10-22,L,161
UTTAR PRADESH,04-11-22,L,168
UTTAR PRADESH,04-12-22,L,175
UTTAR PRADESH,04-13-22,L,168
UTTAR PRADESH,04-14-22,L,170
UTTAR PRADESH,04-15-22,L,176
UTTAR PRADESH,04-16-22,M,170
UTTAR PRADESH,04-17-22,M,183
UTTAR PRADESH,04-18-22,M,164
UTTAR PRADESH,04-19-22,M,179
UTTAR PRADESH,04-20-22,M,184
UTTAR PRADESH,04-21-22,M,184
UTTAR PRADESH,04-22-22,M,160
UTTAR PRADESH,04-23-22,XL,148
UTTAR PRADESH,04-24-22,M,153
UTTAR PRADESH,04-25-22,M,174
UTTAR PRADESH,04-26-22,M,169
UTTAR PRADESH,04-27-22,XL,169
UTTAR PRADESH,04-28-22,M,164
UTTAR PRADESH,04-29-22,M,167
UTTAR PRADESH,04-30-22,M,170
UTTAR PRADESH,05-01-22,M,152
UTTAR PRADESH,05-02-22,M,148
UTTAR PRADESH,05-03-22,M,155
UTTAR PRADESH,05-04-22,M,159
UTTAR PRADESH,05-05-22,M,163
UTTAR PRADESH,05-06-22,M,158
UTTAR PRADESH,05-07-22,M,153
UTTAR PRADESH,05-08-22,M,155
UTTAR PRADESH,05-09-22,M,156
UTTAR PRADESH,05-10-22,M,146
UTTAR PRADESH,05-11-22,M,145
UTTAR PRADESH,05-12-22,M,130
UTTAR PRADESH,05-13-22,M,139
UTTAR PRADESH,05-14-22,M,146
UTTAR PRADESH,05-15-22,M,143
UTTAR PRADESH,05-16-22,M,131
UTTAR PRADESH,05-17-22,M,120
UTTAR PRADESH,05-18-22,M,115
UTTAR PRADESH,05-19-22,M,118
UTTAR PRADESH,05-20-22,M,114
UTTAR PRADESH,05-21-22,XL,110
UTTAR PRADESH,05-22-22,M,106
UTTAR PRADESH,05-23-22,XL,108
UTTAR PRADESH,05-24-22,XL,110
UTTAR PRADESH,05-25-22,M,112
UTTAR PRADESH,05-26-22,XL,117
UTTAR PRADESH,05-27-22,M,118
UTTAR PRADESH,05-28-22,M,119
UTTAR PRADESH,05-29-22,M,117
UTTAR PRADESH,05-30-22,M,118
UTTAR PRADESH,05-31-22,M,115
UTTAR PRADESH,06-01-22,M,117
UTTAR PRADESH,06-02-22,M,126
UTTAR PRADESH,06-03-22,M,114
UTTAR PRADESH,06-04-22,M,117
UTTAR PRADESH,06-05-22,M,125
UTTAR PRADESH,06-06-22,M,123
UTTAR PRADESH,06-07-22,M,133
UTTAR PRADESH,06-08-22,M,137
UTTAR PRADESH,06-09-22,M,130
UTTAR PRADESH,06-10-22,M,139
UTTAR PRADESH,06-11-22,M,137
UTTAR PRADESH,06-12-22,M,135
UTTAR PRADESH,06-13-22,XL,136
UTTAR PRADESH,06-14-22,XL,128
UTTAR PRADESH,06-15-22,M,119
UTTAR PRADESH,06-16-22,M,118
UTTAR PRADESH,06-17-22,M,108
UTTAR PRADESH,06-18-22,M,109
UTTAR PRADESH,06-19-22,M,105
UTTAR PRADESH,06-20-22,M,115
UTTAR PRADESH,06-21-22,M,112
UTTAR PRADESH,06-22-22,M,112
UTTAR PRADESH,06-23-22,M,112
UTTAR PRADESH,06-24-22,M,111
UTTAR PRADESH,06-25-22,M,106
UTTAR PRADESH,06-26-22,M,99
UTTAR PRADESH,06-27-22,M,93
UTTAR PRADESH,06-28-22,M,88
UTTAR PRADESH,06-29-22,M,83
UTTAR PRADESH,06-30-22,L,69
UTTAR PRADESH,07-01-22,M,56
UTTAR PRADESH,07-02-22,L,43
UTTAR PRADESH,07-03-22,M,34
UTTAR PRADESH,07-04-22,L,23
UTTAR PRADESH,07-05-22,XL,13
UTTAR PRADESH,07-06-22,XL,3
UTTARAKHAND,04-01-22,S,1
UTTARAKHAND,04-02-22,L,5
UTTARAKHAND,04-03-22,L,8
UTTARAKHAND,04-04-22,L,9
UTTARAKHAND,04-05-22,L,12
UTTARAKHAND,04-06-22,L,16
UTTARAKHAND,04-07-22,L,18
UTTARAKHAND,04-08-22,XL,20
UTTARAKHAND,04-09-22,XL,20
UTTARAKHAND,04-10-22,XXL,19
UTTARAKHAND,04-11-22,M,20
UTTARAKHAND,04-12-22,XXL,22
UTTARAKHAND,04-13-22,S,23
UTTARAKHAND,04-14-22,M,27
UTTARAKHAND,04-15-22,S,27
UTTARAKHAND,04-16-22,L,34
UTTARAKHAND,04-17-22,L,39
UTTARAKHAND,04-18-22,L,42
UTTARAKHAND,04-19-22,L,41
UTTARAKHAND,04-20-22,L,36
UTTARAKHAND,04-21-22,L,33
UTTARAKHAND,04-22-22,L,34
UTTARAKHAND,04-23-22,L,29
UTTARAKHAND,04-24-22,L,28
UTTARAKHAND,04-25-22,M,28
UTTARAKHAND,04-26-22,M,28
UTTARAKHAND,04-27-22,XL,23
UTTARAKHAND,04-28-22,L,23
UTTARAKHAND,04-29-22,M,23
UTTARAKHAND,04-30-22,M,25
UTTARAKHAND,05-01-22,M,25
UTTARAKHAND,05-02-22,L,27
UTTARAKHAND,05-03-22,L,26
UTTARAKHAND,05-04-22,L,33
UTTARAKHAND,05-05-22,L,34
UTTARAKHAND,05-06-22,L,32
UTTARAKHAND,05-07-22,L,32
UTTARAKHAND,05-08-22,S,27
UTTARAKHAND,05-09-22,XL,25
UTTARAKHAND,05-10-22,M,24
UTTARAKHAND,05-11-22,S,20
UTTARAKHAND,05-12-22,S,22
UTTARAKHAND,05-13-22,S,21
UTTARAKHAND,05-14-22,S,21
UTTARAKHAND,05-15-22,S,15
UTTARAKHAND,05-16-22,S,19
UTTARAKHAND,05-17-22,S,18
UTTARAKHAND,05-18-22,S,18
UTTARAKHAND,05-19-22,L,21
UTTARAKHAND,05-20-22,L,22
UTTARAKHAND,05-21-22,L,23
UTTARAKHAND,05-22-22,L,22
UTTARAKHAND,05-23-22,L,24
UTTARAKHAND,05-24-22,L,22
UTTARAKHAND,05-25-22,L,20
UTTARAKHAND,05-26-22,3XL,17
UTTARAKHAND,05-27-22,L,17
UTTARAKHAND,05-28-22,L,15
UTTARAKHAND,05-29-22,L,17
UTTARAKHAND,05-30-22,XL,13
UTTARAKHAND,05-31-22,XL,19
UTTARAKHAND,06-01-22,XL,22
UTTARAKHAND,06-02-22,XL,21
UTTARAKHAND,06-03-22,XL,21
UTTARAKHAND,06-04-22,XL,18
UTTARAKHAND,06-05-22,XL,18
UTTARAKHAND,06-06-22,XL,17
UTTARAKHAND,06-07-22,L,23
UTTARAKHAND,06-08-22,L,27
UTTARAKHAND,06-09-22,L,29
UTTARAKHAND,06-10-22,L,32
UTTARAKHAND,06-11-22,L,31
UTTARAKHAND,06-12-22,L,29
UTTARAKHAND,06-13-22,L,28
UTTARAKHAND,06-14-22,L,22
UTTARAKHAND,06-15-22,L,18
UTTARAKHAND,06-16-22,XL,18
UTTARAKHAND,06-17-22,XL,17
UTTARAKHAND,06-18-22,XL,17
UTTARAKHAND,06-19-22,XL,17
UTTARAKHAND,06-20-22,XS,18
UTTARAKHAND,06-21-22,XL,19
UTTARAKHAND,06-22-22,XL,20
UTTARAKHAND,06-23-22,M,14
UTTARAKHAND,06-24-22,M,18
UTTARAKHAND,06-25-22,M,19
UTTARAKHAND,06-26-22,M,17
UTTARAKHAND,06-27-22,M,16
UTTARAKHAND,06-28-22,M,15
UTTARAKHAND,06-29-22,M,12
UTTARAKHAND,06-30-22,M,12
UTTARAKHAND,07-01-22,M,7
UTTARAKHAND,07-02-22,L,6
UTTARAKHAND,07-03-22,S,5
UTTARAKHAND,07-04-22,S,3
UTTARAKHAND,07-05-22,XXL,2
UTTARAKHAND,07-06-22,M,1
WEST BENGAL,04-01-22,XXL,4
WEST BENGAL,04-02-22,M,16
WEST BENGAL,04-03-22,L,27
WEST BENGAL,04-04-22,XL,41
WEST BENGAL,04-05-22,L,54
WEST BENGAL,04-06-22,L,70
WEST BENGAL,04-07-22,L,83
WEST BENGAL,04-08-22,L,91
WEST BENGAL,04-09-22,L,97
WEST BENGAL,04-10-22,XL,94
WEST BENGAL,04-11-22,L,101
WEST BENGAL,04-12-22,M,102
WEST BENGAL,04-13-22,S,107
WEST BENGAL,04-14-22,L,117
WEST BENGAL,04-15-22,L,115
WEST BENGAL,04-16-22,L,115
WEST BENGAL,04-17-22,L,115
WEST BENGAL,04-18-22,L,114
WEST BENGAL,04-19-22,L,109
WEST BENGAL,04-20-22,L,100
WEST BENGAL,04-21-22,M,89
WEST BENGAL,04-22-22,M,91
WEST BENGAL,04-23-22,M,87
WEST BENGAL,04-24-22,L,83
WEST BENGAL,04-25-22,M,79
WEST BENGAL,04-26-22,L,83
WEST BENGAL,04-27-22,M,91
WEST BENGAL,04-28-22,L,89
WEST BENGAL,04-29-22,L,87
WEST BENGAL,04-30-22,XL,85
WEST BENGAL,05-01-22,XL,87
WEST BENGAL,05-02-22,XL,93
WEST BENGAL,05-03-22,XL,98
WEST BENGAL,05-04-22,XL,99
WEST BENGAL,05-05-22,XL,104
WEST BENGAL,05-06-22,XL,93
WEST BENGAL,05-07-22,L,88
WEST BENGAL,05-08-22,L,86
WEST BENGAL,05-09-22,L,85
WEST BENGAL,05-10-22,L,85
WEST BENGAL,05-11-22,L,80
WEST BENGAL,05-12-22,L,72
WEST BENGAL,05-13-22,L,66
WEST BENGAL,05-14-22,L,62
WEST BENGAL,05-15-22,L,59
WEST BENGAL,05-16-22,L,59
WEST BENGAL,05-17-22,L,54
WEST BENGAL,05-18-22,L,55
WEST BENGAL,05-19-22,L,59
WEST BENGAL,05-20-22,L,59
WEST BENGAL,05-21-22,L,62
WEST BENGAL,05-22-22,L,56
WEST BENGAL,05-23-22,XXL,54
WEST BENGAL,05-24-22,XXL,58
WEST BENGAL,05-25-22,XXL,60
WEST BENGAL,05-26-22,XXL,66
WEST BENGAL,05-27-22,XXL,62
WEST BENGAL,05-28-22,L,59
WEST BENGAL,05-29-22,M,64
WEST BENGAL,05-30-22,M,71
WEST BENGAL,05-31-22,M,69
WEST BENGAL,06-01-22,M,69
WEST BENGAL,06-02-22,M,65
WEST BENGAL,06-03-22,M,72
WEST BENGAL,06-04-22,M,70
WEST BENGAL,06-05-22,M,67
WEST BENGAL,06-06-22,M,64
WEST BENGAL,06-07-22,M,67
WEST BENGAL,06-08-22,M,62
WEST BENGAL,06-09-22,M,63
WEST BENGAL,06-10-22,XXL,67
WEST BENGAL,06-11-22,XXL,63
WEST BENGAL,06-12-22,XXL,62
WEST BENGAL,06-13-22,M,63
WEST BENGAL,06-14-22,XXL,65
WEST BENGAL,06-15-22,XXL,72
WEST BENGAL,06-16-22,XXL,69
WEST BENGAL,06-17-22,XXL,70
WEST BENGAL,06-18-22,XXL,74
WEST BENGAL,06-19-22,XXL,71
WEST BENGAL,06-20-22,XXL,73
WEST BENGAL,06-21-22,XXL,71
WEST BENGAL,06-22-22,XXL,65
WEST BENGAL,06-23-22,XXL,63
WEST BENGAL,06-24-22,XXL,59
WEST BENGAL,06-25-22,XXL,51
WEST BENGAL,06-26-22,XXL,48
WEST BENGAL,06-27-22,3XL,42
WEST BENGAL,06-28-22,3XL,46
WEST BENGAL,06-29-22,3XL,41
WEST BENGAL,06-30-22,M,38
WEST BENGAL,07-01-22,3XL,33
WEST BENGAL,07-02-22,L,27
WEST BENGAL,07-03-22,L,20
WEST BENGAL,07-04-22,L,14
WEST BENGAL,07-05-22,M,6
WEST BENGAL,07-06-22,M,1
